Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11857,Digimon World Championship,4,2008,7,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11858,Lupin Sansei: Shijou Saidai no Zunousen,4,2010,1,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11859,Blood Drive,17,2010,6,Activision,0.07,0.0,0.0,0.0,0.07
11860,Model * Oshare Audition: Dream Girl,2,2013,3,Alchemist,0.0,0.0,0.07,0.0,0.07
11861,Let's Paint,26,2010,9,Zoo Games,0.07,0.0,0.0,0.0,0.07
11862,Squishy Tank,4,2010,5,Natsume,0.07,0.0,0.0,0.0,0.07
11863,Discovery Kids: Parrot Pals,4,2009,9,505 Games,0.07,0.0,0.0,0.0,0.07
11864,Let's Ride! Friends Forever,4,2008,1,THQ,0.07,0.0,0.0,0.0,0.07
11865,Archer Maclean's 3D Pool,6,2003,3,Crave Entertainment,0.05,0.02,0.0,0.0,0.07
11866,Tak: The Great Juju Challenge,29,2005,4,THQ,0.05,0.02,0.0,0.0,0.07
11867,Just Dance: Disney Party 2,28,2015,0,Ubisoft,0.05,0.01,0.0,0.01,0.07
11868,TMNT: Mutant Melee,7,2005,2,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07
11869,Pro Farm 1,13,2011,9,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07
11870,Combat: Task Force 121,29,2005,8,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07
11871,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,26,2010,10,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11872,Goosebumps HorrorLand,16,2008,1,Scholastic Inc.,0.04,0.03,0.0,0.01,0.07
11873,Rugby World Cup 2015,17,2015,10,Ubisoft,0.0,0.06,0.0,0.01,0.07
11874,Exhibition Volume 4,29,2003,3,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07
11875,Petz Fantasy 3D,2,2011,9,Ubisoft,0.07,0.0,0.0,0.0,0.07
11876,Viewpoint,15,1995,8,Electronic Arts,0.04,0.03,0.0,0.0,0.07
11877,Code Geass: Hangyaku no Lelouch - Lost Colors,19,2008,1,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11878,Disney's Donald Duck Advance,6,2001,4,Ubisoft,0.05,0.02,0.0,0.0,0.07
11879,Dark Souls,13,2012,7,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
11880,Stacked with Daniel Negreanu,16,2006,3,Myelin Media,0.04,0.03,0.0,0.01,0.07
11881,Hakuouki: Yuugi Roku,19,2010,1,Idea Factory,0.0,0.0,0.07,0.0,0.07
11882,Circus Maximus: Chariot Wars,29,2002,6,THQ,0.05,0.02,0.0,0.0,0.07
11883,Mega Man Battle Network 5: Double Team DS (US sales),4,2005,7,Nintendo,0.07,0.0,0.0,0.0,0.07
11884,Kenyuu Densetsu Yaiba,23,1994,0,Banpresto,0.0,0.0,0.07,0.0,0.07
11885,SNK Arcade Classics Vol. 1,26,2008,3,Ignition Entertainment,0.06,0.0,0.0,0.01,0.07
11886,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,16,2009,11,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11887,Fantasia: Music Evolved,28,2014,3,Disney Interactive Studios,0.05,0.01,0.0,0.01,0.07
11888,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,19,2009,11,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11889,Elements of Destruction,4,2007,11,THQ,0.07,0.0,0.0,0.01,0.07
11890,Serious Sam: Next Encounter,16,2004,8,Global Star,0.04,0.03,0.0,0.01,0.07
11891,Speed,26,2010,6,Unknown,0.04,0.02,0.0,0.01,0.07
11892,Eiken DS,4,2007,3,Rocket Company,0.0,0.0,0.07,0.0,0.07
11893,Game Center CX: Arino no Chousenjou 2,4,2009,0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11894,Tom Clancy's Ghost Recon 2,7,2005,8,Ubisoft,0.06,0.01,0.0,0.0,0.07
11895,E.X. Troopers,2,2012,8,Capcom,0.0,0.0,0.07,0.0,0.07
11896,Robocalypse,4,2008,11,Tecmo Koei,0.07,0.0,0.0,0.0,0.07
11897,Guilty Gear Xrd -Revelator-,18,2016,2,PQube,0.02,0.0,0.05,0.0,0.07
11898,Grand Kingdom,20,2015,7,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07
11899,J Legend Retsuden,2,2013,3,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11900,The Testament of Sherlock Holmes,13,2012,1,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07
11901,Monster Racers,4,2009,6,Tecmo Koei,0.05,0.0,0.02,0.0,0.07
11902,The King of Fighters: Evolution,3,2000,2,SNK,0.0,0.0,0.07,0.0,0.07
11903,DS Uranai Seikatsu,4,2009,3,Nintendo,0.0,0.0,0.07,0.0,0.07
11904,SpongeBob's Truth or Square,19,2009,0,THQ,0.02,0.04,0.0,0.01,0.07
11905,Pitfall: The Lost Expedition,6,2003,4,Activision,0.05,0.02,0.0,0.0,0.07
11906,All-Star Baseball 2004,6,2003,10,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07
11907,Pac-Man and the Ghostly Adventures 2,27,2014,1,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07
11908,Tom Clancy's Splinter Cell: Chaos Theory,4,2005,0,Ubisoft,0.06,0.0,0.0,0.01,0.07
11909,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,2,2012,0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11910,"Flower, Sun, and Rain",4,2008,1,Rising Star Games,0.07,0.0,0.0,0.01,0.07
11911,James Cameron's Dark Angel,29,2002,0,Vivendi Games,0.05,0.02,0.0,0.0,0.07
11912,The Legend of Heroes: Trails in the Sky Third Chapter,19,2008,7,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
11913,Moxie Girlz,4,2011,3,GameMill Entertainment,0.07,0.0,0.0,0.0,0.07
11914,Dave Mirra BMX Challenge,19,2006,10,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07
11915,Hannspree Ten Kate Honda: SBK Superbike World Championship,16,2007,6,Black Bean Games,0.03,0.03,0.0,0.01,0.07
11916,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,16,2007,6,Midway Games,0.03,0.03,0.0,0.01,0.07
11917,Alexi Lalas International Soccer,15,1998,10,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07
11918,Operation Flashpoint: Red River,13,2011,8,Codemasters,0.01,0.04,0.0,0.01,0.07
11919,F.E.A.R. 2: Project Origin,13,2009,8,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07
11920,NCAA College Football 2K3,7,2002,10,Sega,0.05,0.01,0.0,0.0,0.07
11921,Monster Rancher Battle Card: Episode II,15,2000,0,Tecmo Koei,0.04,0.03,0.0,0.0,0.07
11922,Karaoke Revolution Party,7,2005,3,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07
11923,Dream Trigger 3D,2,2006,8,D3Publisher,0.04,0.02,0.0,0.01,0.07
11924,Make 10: A Journey of Numbers,4,2007,5,Nintendo,0.0,0.0,0.07,0.0,0.07
11925,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,10,2000,10,Nintendo,0.0,0.0,0.07,0.0,0.07
11926,Jumper: Griffin's Story,16,2008,0,Eidos Interactive,0.03,0.03,0.0,0.01,0.07
11927,Vampire Legends: Power of Three,4,2010,1,THQ,0.07,0.0,0.0,0.0,0.07
11928,Famicom Mini: Nazo no Murasame-Jou,6,2004,0,Nintendo,0.0,0.0,0.07,0.0,0.07
11929,Galerians: Ash,16,2002,1,Sammy Corporation,0.03,0.03,0.0,0.01,0.07
11930,Mahjong Fight Club DS: Wi-Fi Taiou,4,2006,3,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11931,Haunting Ground,16,2005,0,Capcom,0.03,0.03,0.0,0.01,0.07
11932,"Horrid Henry: The Good, The Bad and The Bugly",2,2011,4,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07
11933,Kane & Lynch 2: Dog Days,13,2010,8,Square Enix,0.0,0.06,0.0,0.01,0.07
11934,Vampire Knight DS,4,2009,1,D3Publisher,0.0,0.0,0.07,0.0,0.07
11935,Disney Sports Skateboarding,6,2002,10,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07
11936,Homie Rollerz,4,2008,6,Destineer,0.07,0.0,0.0,0.01,0.07
11937,Operation Darkness,28,2007,7,Success,0.07,0.0,0.0,0.0,0.07
11938,Magi: The Labyrinth of Beginning,2,2013,7,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11939,The Wolf Among Us,20,2014,1,Telltale Games,0.05,0.0,0.0,0.02,0.07
11940,Tornado,4,2006,0,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07
11941,Fantasy Aquarium by DS,4,2008,9,Mercury Games,0.07,0.0,0.0,0.01,0.07
11942,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",4,2005,3,505 Games,0.07,0.0,0.0,0.0,0.07
11943,Damnation,28,2009,8,Codemasters,0.06,0.01,0.0,0.01,0.07
11944,I Don't Have Many Friends Portable,19,2012,1,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11945,Rock Band Country Track Pack 2,17,2011,3,MTV Games,0.07,0.0,0.0,0.01,0.07
11946,Fable: The Lost Chapters,13,2005,7,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07
11947,Loons: The Fight For Fame,29,2002,0,Atari,0.05,0.02,0.0,0.0,0.07
11948,Romance of the Three Kingdoms IX,16,2003,11,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
11949,Second Sight,29,2004,1,Codemasters,0.05,0.02,0.0,0.0,0.07
11950,Metal Gear Solid,5,2000,0,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11951,Totaled!,29,2002,6,Rage Software,0.05,0.02,0.0,0.0,0.07
11952,Bleach: Heat the Soul 3,19,2006,2,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
11953,Ecco: The Tides of Time,8,1993,1,Sega,0.0,0.0,0.07,0.0,0.07
11954,Showtime Championship Boxing,26,2007,2,Zoo Digital Publishing,0.06,0.0,0.0,0.01,0.07
11955,Rock Band Track Pack: Classic Rock,28,2009,3,MTV Games,0.07,0.0,0.0,0.01,0.07
11956,Open Season,26,2006,4,Ubisoft,0.06,0.0,0.0,0.01,0.07
11957,Football Manager 2010,13,2009,10,Sega,0.0,0.06,0.0,0.01,0.07
11958,Dave Mirra BMX Challenge,26,2007,10,505 Games,0.06,0.0,0.0,0.01,0.07
11959,Machine Head,15,1996,8,Eidos Interactive,0.04,0.03,0.0,0.0,0.07
11960,Vanguard Bandits,15,1998,11,Human Entertainment,0.04,0.03,0.0,0.0,0.07
11961,Lost Heroes,19,2012,7,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11962,The Legend of Heroes VII: The Trail of Zero,20,2012,7,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
11963,Bionicle Heroes,28,2006,8,Eidos Interactive,0.05,0.01,0.0,0.01,0.07
11964,Shin Chan Contra ¡Los Plastas!,4,2009,4,505 Games,0.0,0.0,0.07,0.0,0.07
11965,Inversion,17,2012,8,Namco Bandai Games,0.03,0.03,0.0,0.01,0.07
11966,Silent Hill: Origins,16,2008,0,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
11967,Blast Radius,15,1998,0,Psygnosis,0.04,0.03,0.0,0.0,0.07
11968,Zumba Fitness Core,28,2012,3,505 Games,0.0,0.06,0.0,0.01,0.07
11969,ESPN National Hockey Night,16,2001,10,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
11970,Rec Room Games,4,2011,10,Destineer,0.07,0.0,0.0,0.0,0.07
11971,Theme Park,4,2007,9,Electronic Arts,0.0,0.03,0.03,0.0,0.07
11972,Yamaha Supercross,26,2009,6,Zoo Digital Publishing,0.05,0.01,0.0,0.01,0.07
11973,Pro Yaky? Spirits 2011,2,2011,10,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11974,Microsoft Flight Simulator 2004: A Century of Flight,13,2003,9,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07
11975,Taz Wanted,29,2002,4,Atari,0.05,0.02,0.0,0.0,0.07
11976,Harry Potter and the Sorcerer's Stone,29,2003,0,Electronic Arts,0.05,0.02,0.0,0.0,0.07
11977,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,4,2009,10,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11978,McFarlane's Evil Prophecy,16,2006,0,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
11979,Emergency 2012,13,2010,9,Deep Silver,0.01,0.04,0.0,0.01,0.07
11980,Haikyuu!! Tsunage! Itadaki no Keshiki!!,2,2014,1,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11981,Wallace & Gromit in Project Zoo,7,2003,4,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07
11982,John Madden Football,23,1991,10,Imagineer,0.0,0.0,0.07,0.0,0.07
11983,Aero Gauge,10,1997,6,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07
11984,Battlezone: Rise of the Black Dogs,10,2000,11,Crave Entertainment,0.06,0.01,0.0,0.0,0.07
11985,Caesars Palace Advance: Millennium Gold Edition,6,2001,3,Majesco Entertainment,0.05,0.02,0.0,0.0,0.07
11986,Shadowgate 64: Trials of the Four Towers,10,1999,1,Kemco,0.06,0.01,0.0,0.0,0.07
11987,Teenage Mutant Ninja Turtles: Tournament Fighters,11,1992,2,Konami Digital Entertainment,0.04,0.01,0.02,0.0,0.07
11988,Super Robot Spirits,10,1998,2,Banpresto,0.0,0.0,0.04,0.03,0.07
11989,Mia Hamm Soccer 64,10,2000,10,THQ,0.06,0.01,0.0,0.0,0.07
11990,MLB Front Office Manager,28,2009,10,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
11991,Samurai Warriors,29,2004,0,Tecmo Koei,0.05,0.02,0.0,0.0,0.07
11992,GunParade Orchestra: Shiro no Shou,16,2006,1,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
11993,Hearts of Iron III,13,2009,11,Paradox Interactive,0.01,0.04,0.0,0.01,0.07
11994,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,19,2009,0,Irem Software Engineering,0.0,0.0,0.07,0.0,0.07
11995,BlazBlue: Chrono Phantasma Extend,20,2015,0,PQube,0.0,0.05,0.0,0.01,0.07
11996,Crime Lab: Body of Evidence,4,2010,1,City Interactive,0.05,0.01,0.0,0.0,0.07
11997,Ant Nation,4,2009,9,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.07
11998,FIFA Soccer 2004,7,2003,10,Electronic Arts,0.05,0.01,0.0,0.0,0.07
11999,MotoGP 15,17,2015,6,Milestone S.r.l.,0.0,0.03,0.03,0.01,0.07
12000,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,17,2013,11,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12001,The Sims 2: Seasons,13,2007,9,Electronic Arts,0.01,0.04,0.0,0.01,0.07
12002,Rayman 3: Hoodlum Havoc,7,2003,4,Ubisoft,0.05,0.01,0.0,0.0,0.07
12003,NHL 2K9,26,2008,10,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
12004,Tales of Rebirth,19,2008,7,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12005,The Guy Game,29,2004,3,Gathering of Developers,0.05,0.02,0.0,0.0,0.07
12006,Ultimate Marvel vs. Capcom 3,28,2011,2,Capcom,0.0,0.03,0.04,0.0,0.07
12007,Battleborn,13,2016,8,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07
12008,Let's Ride! Dreamer,6,2005,1,DTP Entertainment,0.05,0.02,0.0,0.0,0.07
12009,Tecmo's Deception,15,1996,7,Sunsoft,0.04,0.03,0.0,0.0,0.07
12010,Reader Rabbit 1st Grade,26,2010,3,Graffiti,0.07,0.0,0.0,0.0,0.07
12011,Anubis II,26,2007,4,Metro 3D,0.06,0.0,0.0,0.0,0.07
12012,Point Blank DS (JP sales),4,2006,8,Atari,0.0,0.0,0.07,0.0,0.07
12013,Ghost in the Shell: Stand Alone Complex,19,2005,1,Atari,0.06,0.0,0.0,0.01,0.07
12014,Guilty Gear Xrd -Revelator-,17,2016,2,PQube,0.01,0.02,0.02,0.01,0.07
12015,G-Saviour,16,2000,0,Sunrise Interactive,0.0,0.0,0.07,0.0,0.07
12016,Gintama DS: Yorozuya Daisoudou,4,2006,0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12017,Drake of the 99 Dragons,29,2006,8,Unknown,0.05,0.01,0.0,0.0,0.07
12018,Heavenly Guardian,26,2007,8,505 Games,0.06,0.0,0.0,0.0,0.07
12019,Cut the Rope,2,2014,5,Activision,0.06,0.0,0.0,0.01,0.07
12020,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,4,2010,0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12021,Crimson Sea 2,16,2004,0,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
12022,The Legend of Heroes: Trails in the Sky First Chapter,20,2015,7,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
12023,Pizza Delivery Boy,26,2010,9,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12024,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,2,2013,0,FuRyu,0.0,0.0,0.07,0.0,0.07
12025,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,4,2008,1,Alchemist,0.0,0.0,0.07,0.0,0.07
12026,IA/VT Colorful,20,2015,3,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07
12027,AMF Bowling Pinbusters!,4,2008,10,Vir2L Studios,0.06,0.0,0.0,0.0,0.07
12028,Operation: Vietnam,4,2007,8,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12029,Alpha and Omega,4,2010,0,Unknown,0.06,0.0,0.0,0.0,0.07
12030,Port Royale 3,17,2006,9,Kalypso Media,0.06,0.0,0.0,0.01,0.07
12031,RayStorm,15,1997,8,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
12032,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,7,2005,4,Ubisoft,0.05,0.01,0.0,0.0,0.07
12033,Jake Power: Handyman,4,2008,1,Ubisoft,0.06,0.0,0.0,0.0,0.07
12034,My Dress-Up,4,2008,3,Oxygen Interactive,0.06,0.01,0.0,0.01,0.07
12035,Circuit Breakers,15,1998,6,Mindscape,0.04,0.03,0.0,0.0,0.07
12036,Trick DS-han: Kakushi Kami no Sumukan,4,2010,3,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
12037,Catwoman,7,2004,0,Electronic Arts,0.05,0.01,0.0,0.0,0.07
12038,Colosseum: Road to Freedom,16,2005,7,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
12039,Ultimate Board Game Collection,19,2007,3,Xplosiv,0.06,0.0,0.0,0.01,0.07
12040,Target: Terror,26,2008,8,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07
12041,BeatMania,16,2006,9,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,6,2006,0,Banpresto,0.0,0.0,0.07,0.0,0.07
12043,Sprint Cars: Road to Knoxville,16,2005,6,THQ,0.03,0.03,0.0,0.01,0.07
12044,Shrek's Carnival Craze Party Games,16,2008,3,Activision,0.03,0.03,0.0,0.01,0.07
12045,Real Time Conflict: Shogun Empires,4,2005,11,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07
12046,Dream Dance & Cheer,26,2009,3,Zoo Games,0.06,0.0,0.0,0.0,0.07
12047,Silpheed: The Lost Planet,16,2000,8,Swing! Entertainment,0.03,0.03,0.0,0.01,0.07
12048,Enemy Front,17,2014,8,City Interactive,0.01,0.05,0.0,0.01,0.07
12049,Assassin's Creed: Rogue,13,2015,0,Ubisoft,0.04,0.02,0.0,0.01,0.07
12050,Billy's Boot Camp: Wii de Enjoy Diet!,26,2011,10,Rocket Company,0.0,0.0,0.07,0.0,0.07
12051,Spartan: Total Warrior,7,2005,0,Sega,0.05,0.01,0.0,0.0,0.07
12052,Pitfall: The Lost Expedition,29,2004,4,Activision,0.05,0.01,0.0,0.0,0.07
12053,Fantastic Four,15,1997,0,Acclaim Entertainment,0.04,0.03,0.0,0.0,0.07
12054,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,16,2007,1,Alchemist,0.0,0.0,0.07,0.0,0.07
12055,Tournament of Legends,26,2010,2,Sega,0.04,0.02,0.0,0.01,0.07
12056,Xbox Live Arcade Unplugged Volume 1,28,2006,3,Microsoft Game Studios,0.05,0.01,0.0,0.01,0.07
12057,River City Ransom EX,6,2004,0,Atlus,0.05,0.02,0.0,0.0,0.07
12058,San Goku Shi Taisen Ten,4,2008,11,Sega,0.0,0.0,0.07,0.0,0.07
12059,Generator Rex: Agent of Providence,4,2011,0,Activision,0.05,0.01,0.0,0.01,0.07
12060,Dynasty Warriors 8: Empires,30,2014,0,Tecmo Koei,0.04,0.02,0.0,0.01,0.07
12061,Fairy Tail: Zelef Kakusei,19,2012,0,Unknown,0.0,0.0,0.07,0.0,0.07
12062,Strike Point,15,1996,9,Elite,0.04,0.03,0.0,0.0,0.07
12063,Crazy Taxi 2,3,2001,6,Sega,0.0,0.0,0.07,0.0,0.07
12064,Dragon Slayer: The Legend of Heroes,23,1992,7,Epoch,0.0,0.0,0.07,0.0,0.07
12065,Tank! Tank! Tank!,27,2012,0,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07
12066,My Horse & Me: Riding for Gold,4,2008,10,Atari,0.05,0.01,0.0,0.01,0.07
12067,Street Fighter II': Special Champion Edition (JP weekly sales),8,1993,0,Capcom,0.0,0.0,0.07,0.0,0.07
12068,Command & Conquer 3: Tiberium Wars,13,2007,11,Electronic Arts,0.0,0.06,0.0,0.01,0.07
12069,Tom and Jerry in War of the Whiskers,7,2003,2,NewKidCo,0.05,0.01,0.0,0.0,0.07
12070,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,4,2010,7,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12071,Famicom Mini: Wrecking Crew,6,2004,5,Nintendo,0.0,0.0,0.07,0.0,0.07
12072,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,2,2014,0,Nippon Columbia,0.0,0.0,0.07,0.0,0.07
12073,Divinity: Original Sin,30,2015,7,Focus Home Interactive,0.04,0.02,0.0,0.01,0.07
12074,Suzumiya Haruhi no Gekidou,26,2009,1,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
12075,Classic Action: Devilish,4,2005,3,505 Games,0.06,0.0,0.0,0.0,0.07
12076,Jackass the Game DS,4,2008,0,Empire Interactive,0.06,0.0,0.0,0.01,0.07
12077,Space Hulk: Vengeance of the Blood Angels,15,1995,8,Electronic Arts,0.04,0.03,0.0,0.0,0.07
12078,Toy Soldiers: War Chest,18,2015,0,Ubisoft,0.06,0.0,0.0,0.01,0.07
12079,Robot Alchemic Drive,16,2002,0,Enix Corporation,0.03,0.03,0.0,0.01,0.07
12080,Motor Toon Grand Prix (Japan),15,1994,6,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.07
12081,Dino Master: Dig Discover Duel,4,2005,11,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12082,Ken to Mahou to Gakuen Mono. 3,17,2010,7,Acquire,0.0,0.0,0.07,0.0,0.07
12083,Hikaru no Go: Heian Gensou Ibunroku,15,2002,1,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.07
12084,Godzilla (2014),17,2014,0,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07
12085,Dynasty Warriors DS: Fighter's Battle,4,2007,0,Tecmo Koei,0.04,0.0,0.03,0.0,0.07
12086,Samurai Shodown,12,1993,2,SNK,0.0,0.0,0.07,0.0,0.07
12087,OverBlood 2,15,1998,0,Evolution Games,0.0,0.0,0.06,0.0,0.07
12088,Fighter Maker 2,16,2002,2,Enterbrain,0.03,0.03,0.0,0.01,0.07
12089,Lifeline,16,2003,1,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07
12090,Dragon Valor,15,1999,7,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
12091,Judie no Atelier: Guramnat no Renkinjutsushi,16,2002,7,Gust,0.0,0.0,0.07,0.0,0.07
12092,NHL 2005,7,2004,10,Electronic Arts,0.05,0.01,0.0,0.0,0.07
12093,Midway Arcade Treasures 3,7,2005,3,Midway Games,0.05,0.01,0.0,0.0,0.07
12094,Moshi Monsters: Katsuma Unleashed,2,2013,0,Activision,0.03,0.04,0.0,0.0,0.07
12095,Firefighter F.D.18,16,2004,0,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
12096,Resident Evil 5,13,2009,0,Capcom,0.01,0.04,0.0,0.01,0.07
12097,Secret Files: Tunguska,26,2008,1,Koch Media,0.05,0.02,0.0,0.01,0.07
12098,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,4,2008,1,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
12099,Pro Yaky? Spirits 2014,20,2014,10,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
12100,Mega Man X4,21,1997,0,Capcom,0.0,0.0,0.07,0.0,0.07
12101,Family Trainer: Treasure Adventure,26,2010,10,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
12102,GRID 2,13,2013,6,Codemasters,0.0,0.06,0.0,0.01,0.07
12103,Power Pro GB,5,1998,10,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
12104,Sudoku Fever,6,2006,5,Take-Two Interactive,0.05,0.02,0.0,0.0,0.07
12105,Grand Ages: Medieval,18,2015,11,Kalypso Media,0.0,0.05,0.01,0.01,0.07
12106,The Putter Golf,15,2001,10,D3Publisher,0.04,0.03,0.0,0.0,0.07
12107,Monster High: New Ghoul in School,17,2015,0,Little Orbit,0.0,0.06,0.0,0.01,0.07
12108,The Powerpuff Girls: Relish Rampage,7,2002,0,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07
12109,Super Real Mahjong Graffiti,21,1995,3,Seta Corporation,0.0,0.0,0.07,0.0,0.07
12110,Alan Wake,13,2012,0,Nordic Games,0.0,0.06,0.0,0.01,0.07
12111,Ninja Warriors,23,1993,0,Titus,0.0,0.0,0.07,0.0,0.07
12112,Army Men: RTS,7,2004,11,Global Star,0.05,0.01,0.0,0.0,0.07
12113,Zettai Onkan Otoda Master,4,2007,7,Hudson Soft,0.0,0.0,0.07,0.0,0.07
12114,Basketball Hall of Fame Ultimate Hoops Challenge,26,2010,10,Zoo Games,0.06,0.0,0.0,0.0,0.07
12115,Dragoneer's Aria,19,2007,7,Tecmo Koei,0.02,0.0,0.05,0.0,0.07
12116,TigerShark,15,1997,9,GT Interactive,0.04,0.03,0.0,0.0,0.07
12117,Lost Heroes 2,2,2015,0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12118,Norse by Norsewest: The Return of the Lost Vikings,15,1997,0,Interplay,0.04,0.03,0.0,0.0,0.07
12119,Just Dance: Disney Party 2,30,2015,0,Ubisoft,0.05,0.01,0.0,0.01,0.07
12120,N+,4,2007,4,Atari,0.06,0.0,0.0,0.0,0.07
12121,Sega Soccer Slam,7,2002,10,Sega,0.05,0.01,0.0,0.0,0.07
